出表日期,報告年度,公司代號,公司名稱,有害廢棄物量-數據(公噸),有害廢棄物量-資料範圍,非有害廢棄物量-數據(公噸),非有害廢棄物量-資料範圍,總重量(有害+非有害)-數據(公噸),總重量(有害+非有害)-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證,廢棄物管理政策或減量目標
1111005,110,1506,正道,,,,,,,,,N,擬訂中
1111005,110,1512,瑞利,,,,,,,,,N,無資料
1111005,110,1513,中興電,0.0480,母公司110年度,435.5710,母公司110年度,435.6190,母公司110年度,0.0241,營業額,ISO 14001,"減少包材,回收再利用,2022年起減少1%"
1111005,110,1514,亞力,0.0000,母公司,70.6000,母公司,70.6000,母公司,,,N,無資料
1111005,110,1515,力山,,,,,,,,,N,無資料
1111005,110,1516,川飛,,,,,,,,,N,N/A
1111005,110,1517,利奇,,母公司,,母公司,50.7334,母公司,,,N,落實製程改善並改用環保可再利用材質，減少報廢品產出。持續推動廢棄物分類及回收。
1111005,110,1519,華城,,僅母公司,,僅母公司,918.5200,僅母公司,0.1461,產品,ISO 14001,減量10%
1111005,110,1521,大億,,,,,,,,,N,無資料
1111005,110,1522,堤維西,0.0000,110年,585.5100,110年,585.5100,110年,5.1600,營業額,N,持續提升資源回收再利用，減少廠內廢棄物。
1111005,110,1524,耿鼎,0.0000,母子公司,209.8300,母子公司,209.8300,母子公司,0.0181,產能總重,N,持續監控廢棄物使用量及依照廢棄物管理計劃書處理
1111005,110,1525,江申,0.0000,母公司,222.9000,母公司,222.9000,母公司,0.1750,公噸/百萬元營業額,N,年度廢棄物減量1%
1111005,110,1526,日馳,,母公司,,母公司,61.8400,母公司,,,N,"首重源頭減量,減少廢棄物產出,提高廢棄物資源回收率,符合法令規範"
1111005,110,1527,鑽全,0.0000,110年,41.8800,110年,41.8800,110年,0.9307,營業額,ISO 14001,已投入廢棄物管理及再生材料應用研究
1111005,110,1528,恩德,,,,,,,,,N,減少污染物、有毒物及廢棄物之排放，並應妥善處理廢棄物。
1111005,110,1529,樂事綠能,,,,,,,,,N,NA
1111005,110,1530,亞崴,,,,,,,,,N,進行中
1111005,110,1531,高林股,,,,,,,,,N,無資料
1111005,110,1532,勤美,0.0000,勤美金屬成型事業處,7447.4000,勤美金屬成型事業處,7447.4000,勤美金屬成型事業處,0.3266,產品,ISO 14001,"集團金屬成型事業群廢棄物管理則以完全掌握廢棄物產出狀況為基本要求、降低產出量為目標，每年會同廢棄物產出單位，預估全年總量作為內部處理事宜評估，並記錄實際產出進行對照與政府監管系統的定期申報。目前廢棄物分為一般廢棄物、危險廢棄物兩類，危險廢棄物統一存放於危險廢棄物倉庫，由環安單位進行管控，非經許可不得擅自進入，而無論一般或危險廢棄物，皆依各細項尋找合格的回收處理商，簽訂委託處置合約進行處理，同時藉由GPS定位系統、線上監控、隨車檢視等方式確保廢棄物運送至正確處理場址，未被不當棄置，110年度亦未發生將廢棄物出口至國外等情事。
集團金屬成型事業群110年廢棄物產出共計131,902噸,針對共佔廢棄物比例91%的爐渣、粉塵及廢鑄砂，則積極與廠商及研究單位合作，將其製成低強度水泥、景觀用透水磚原料，進入另一個產業循環，產業間的廢棄物再利用，不僅落實產業共生並為資源提供新的價值。佔9.05%的廢砂芯則盡可能製成再生砂，再次回到製程使用。110年非有害廢棄物可再生利用率達78.65％，再利用率則有16.86％。無法利用率低減至4.49％。一個環節的廢棄物將可串接成另一個生產環節的原料或養分，是循環經濟廢棄物資源化最重要的實踐。"
1111005,110,1533,車王電,2.3500,母公司,32.0000,母公司,34.3500,母公司,34.3500,產值,ISO 14001,公司廢棄物管理均以分類、貯存、清運、處理等方式執行。
1111005,110,1535,中宇,,,,,,,,,N,無
1111005,110,1536,和大,,僅母公司,,僅母公司,242.2400,僅母公司,27.6022,百萬營業額,ISO 14001,資源回收再利用
1111005,110,1537,廣隆,1949.0000,包含合併財務報表之母子公司,867.0000,包含合併財務報表之母子公司,2816.0000,包含合併財務報表之母子公司,2058.8600,仟元營業額/噸,N,推行有害廢棄物如廢鉛酸蓄電池、廢污水之管制，防止鉛粒狀污物之逸散 ，並落實鉛作業、特化作業、有機溶劑作業之管制，以符合國內工業區及廠商環安衛相關法規。
1111005,110,1538,正峰,0.0000,母公司,11.9000,母公司,11.9000,母公司,,,N,無
1111005,110,1539,巨庭,,,,,,,,,N,使用可回收材料以減少廢棄物
1111005,110,1540,喬福,,個體公司,,個體公司,0.0000,個體公司,,,N,無相關目標
1111005,110,1541,錩泰,14.0000,僅母公司,41.0000,僅母公司,55.0000,僅母公司,0.0087,百萬營業額,N,廢棄物致力於源頭減量、製程減廢及回收再利用，依法執行廢棄物清運及處理廠商之資格審查與管理，確保廢棄物均妥善處理，減少環境衝擊。
1111005,110,1558,伸興,81.0000,合併財務報表之母子公司,992.0000,合併財務報表之母子公司,1073.0000,合併財務報表之母子公司,0.0003,產品,ISO 14001,請見永續報告書7.2章，本公司CSR委員會已要求集團四廠區皆須訂資源回收率目標。
1111005,110,1560,中砂,25.1900,母公司,1544.3200,母公司,1569.5100,母公司,0.2900,百萬元營業額,ISO 14001,身為地球的一份子，環境承載能力日趨有限，為使資源有效循環利用，中砂在廢棄物處理上，也採用了資源化流向，例如污泥物理固化成混凝土粒料、或塑膠桶粉碎成塑膠粒料等再利用處理方式，在2020年度資源化處理之廢棄物共計465.21公噸(佔77%)。目前公司朝向每年增加資源化比例1%努力，持續將廢棄物轉以再利用模式推動。
1111005,110,1568,倉佑,8.5500,僅母公司,398.9300,僅母公司,407.4800,僅母公司,0.3707,百萬營業額,ISO 14001,廢油混合物(D*1799)自行處理減量專案(110年自行處理共減量212.2公噸)
1111005,110,1582,信錦,,,,,,,,,ISO 9001,無
1111005,110,1583,程泰,,,,,,,,,N,無相關目標
1111005,110,1587,吉茂,12250.0000,110年,61360.0000,110年,73610.0000,110年,,,N,持續提升資源回收再利用，減少廠內廢棄物
1111005,110,1589,永冠-KY,355.6600,合併財務報表之子公司,36469.5500,合併財務報表之子公司,36825.2100,合併財務報表之子公司,0.1800,產品,ISO 14001,"本公司以廢棄物減量、回收再利用，達成資源有效利用為目標，依各營運區域當地法規之廢棄物管理程序及廢棄物管理
辦法，進行管控。廢棄物管理以廢棄物在儲存、運輸、回收或最終的焚燒掩埋上都能降低對環境衝擊為原則，各項事業
廢棄物（有害／非有害）皆委託合格處理業者依環保規範進行安全處置，其最終處理方式，包含焚化或以其他符合當地
法規之方式處置。一般生活垃圾、回收或再利用廢棄物交由合格回收單位進行處理與回收。"
1111005,110,1590,亞德客-KY,5019.9000,包含三個生產工廠，已涵蓋集團90%以上的排放量,15376.8000,包含三個生產工廠，已涵蓋集團90%以上的排放量,20396.7000,包含三個生產工廠，已涵蓋集團90%以上的排放量,1.2916,每百萬元產值,N,本公司致力於廢棄物減量及有效分類，透過持續提升廢棄物回收比例，落實無廢製造精神。針對不同類型廢棄物設有不同之回收方式，增購回收再利用相關設備，以降低廢棄物產出量。針對不自行回收再利用者，本公司則委由外部合法清運廠商進行清運處理。
1111005,110,1597,直得,0.0000,母公司,281.5400,母公司,281.5400,母公司,0.1950,每百萬營業額,ISO 14001,"1.廠商回收木箱再利用，減少廢木箱廢棄，降低樹木開伐。
2.利用廢研磨砂中切削液回收，減少廢研磨砂清運重量。
3.回收棧板、木箱等作為出貨包裝或庫存管理使用。
4.執行垃圾資源分類及回收。"
1111005,110,1598,岱宇,0.0000,本公司彰化一廠、二廠與五廠,183.7200,本公司彰化一廠、二廠與五廠,183.7200,本公司彰化一廠、二廠與五廠,0.0000,營業額仟元,N,初期階段先以逐年減量為目標
1111005,110,1603,華電,,,,,,,,,N,無
1111005,110,1604,聲寶,,,,,,,,,N,籌劃中
1111005,110,1605,華新,64359.0500,楊梅廠、新莊廠、鹽水廠、臺中廠。東莞華新、江陰華新、江陰合金、上海華新、煙台華新、常熟華新、華新精密,93310.2300,楊梅廠、新莊廠、鹽水廠、臺中廠。東莞華新、江陰華新、江陰合金、上海華新、煙台華新、常熟華新、華新精密,157669.2800,楊梅廠、新莊廠、鹽水廠、臺中廠。東莞華新、江陰華新、江陰合金、上海華新、煙台華新、常熟華新、華新精密,0.1200,產品,ISO 14001,秉持循環經濟精神，華新以環保 4R(Reduce、Reuse、Recycle、Recovery) 做為廢棄物產出及管制基礎，在銅線材、電線電纜及不銹鋼整體廢棄物回收再利用率達 96.84%，其中非有害廢棄物再利用率為 98.10%~99.03%；有害廢棄物 77.77%~99.48%。所產出廢棄物除部分自行回收再利用外，其餘皆委由合格廠商清除處理或再利用，2021 年臺灣廠區及海外廠區廢棄物產出量較 2020 年減少 19%；維持臺灣及海外地區掩埋率每年皆 &LT;1% 目標。本公司將持續推動源頭減量及廠內廢棄物回收再利用，並偕同整體供應鏈的力量，降低原物料用量及減少生產對環境負荷，並持續以創新環保技術專案，落實循環經濟理念，除了不斷強化永續實力，對於廢棄物流向及合格廠商篩選皆有建立嚴格管控及稽核機制，以確保廢棄物流向妥善合法。
1111005,110,1608,華榮,5.8600,涵蓋範圍僅限華榮電線電纜股份有限公司高楠工廠廠區,661.6300,涵蓋範圍僅限華榮電線電纜股份有限公司高楠工廠廠區,667.4900,涵蓋範圍僅限華榮電線電纜股份有限公司高楠工廠廠區,0.0900,百萬營業額,ISO 14001,委託經環保主管機關認可之合格廢棄物清理機關清除﹒並確實要求處理業者掌握廢棄物流向， 並予查核﹒以確保所有廢棄物均經合法妥善處理或再利用
1111005,110,1609,大亞,38.8400,大亞,478.7500,大亞,517.5900,大亞,0.0370,營業額,N,以盤查年之前5年
1111005,110,1611,中電,0.0000,工廠,31.8780,工廠,31.8780,工廠,,,N,透過垃圾分類及再利用，使廢棄物減量9%，由31.878公噸/年，降為29公噸/年以下。
1111005,110,1612,宏泰,174.6900,僅母公司,342.3500,僅母公司,517.0400,僅母公司,,,ISO 14001,資源分類、廢棄物減量
1111005,110,1614,三洋電,0.0000,母子公司,120.0000,母子公司,120.0000,母子公司,0.0215,噸/百萬元,N,洗衣機外箱不良品廢棄減量
1111005,110,1615,大山,0.0000,母公司,108.4600,母公司,108.4600,母公司,0.0200,產品,N,1.每年減少20%產生量. 2.做好資源回收管理.
1111005,110,1616,億泰,0.0000,母公司,197.0000,母公司,197.0000,母公司,0.0700,營業額,N,無
1111005,110,1617,榮星,,,,,,,,,N,無
1111005,110,1618,合機,,110年1-12月(全年),,110年1-12月(全年),55.2900,110年1-12月(全年),,,ISO 14001,減量目標2%
1111005,110,1626,艾美特-KY,169.4400,營運地深圳艾美特+九江艾美特,24.8400,營運地深圳艾美特+九江艾美特,194.2800,營運地深圳艾美特+九江艾美特,194.2800,營業額,N,無資料
1111005,110,1701,中化,,僅母公司,,僅母公司,129.5950,僅母公司,26447.0000,營業額,N,"管理:
1.與長期合作原材料供應商推動包裝外箱或容器回收再使用，降低紙箱及包裝材料資源的耗用。
2.設置資源分類場所並落實資源分類
3.產品包裝設計以簡約和環保化設計為原則
4.減少產品包裝材料之使用，包裝材料選擇盡可能使用可回收的材料。
目標：
以2016年為基準值，針對主要產品，從2021年對比2020年降低2%的能耗比率。"
1111005,110,1702,南僑,30.0000,資訊涵蓋台灣、中國大陸、泰國地區之製造單位及台灣、中國大陸餐飲事業,13912.0000,資訊涵蓋台灣、中國大陸、泰國地區之製造單位及台灣、中國大陸餐飲事業,13942.0000,資訊涵蓋台灣、中國大陸、泰國地區之製造單位及台灣、中國大陸餐飲事業,0.7010,營業額,N,"(1)減少浪費、落實分類，委託立案合格之資源回收廠商進行處理。
(2)提升廢棄物處理技術，降低廢棄物數量。"
1111005,110,1707,葡萄王,7.0200,葡萄王生技,1962.5400,葡萄王生技,1969.5600,葡萄王生技,0.2010,每百萬營收,ISO 14001,提升污泥再利用價值，評估將食品污泥作為回收再利用，減少環境負荷
1111005,110,1708,東鹼,0.0000,僅母公司,934.9600,僅母公司,934.9600,僅母公司,5.7400,百萬營業額,ISO 14001,致力減少廢棄物減量且環保法規零重大違反。
1111005,110,1709,和益,0.0200,僅母公司林園工廠,201.2000,僅母公司林園工廠,201.2200,僅母公司林園工廠,0.0305,百萬營業額,N,本公司遵循主管機關環保規範進行廢棄物處理，廢棄物均委託合格清除處理廠商，無有害廢棄物跨國運輸處理問題，各類廢棄物清除處理由權責部門定期追蹤稽核，以確保最終處理之合法與安全性，詳細請參本公司2021年ESG報告書。
1111005,110,1710,東聯,0.0300,母公司,708.3600,母公司,708.3900,母公司,0.0000,營業額；單位：公噸/仟元,N,短期目標(2022年):優化污泥烘乾機，持續廢污泥減量作業。中、長期目標(2023~2032年):推動廢棄物管理減廢KPI平台，達成減廢目標。持續強化廢棄物管控機制，減少掩埋處理，強化鐵桶/塑膠桶/廢木材、污泥等回收再利用。
1111005,110,1711,永光,2029.9000,合併財務報表之母子公司生產型廠區,9515.5000,合併財務報表之母子公司生產型廠區,11545.4000,合併財務報表之母子公司生產型廠區,1.2000,百萬元產值,ISO 14001,本公司珍惜自然資源，積極推動廢棄物減量與資源循環再利用。並訂立「廢棄物回收利用率」、「有害事業廢棄物妥善處理率」及「有害事業廢棄物採回收處理比率」等三項指標進行管理。
1111005,110,1712,興農,1.7700,母公司王田廠區(王田廠、王田二廠、生物工廠),1773.5300,母公司王田廠區(王田廠、王田二廠、生物工廠),1775.3000,母公司王田廠區(王田廠、王田二廠、生物工廠),0.1600,植物保護產品佰萬元銷售額,ISO 14001,"本公司對廢棄物的循環利用考量甚深，在廢棄物的分類、收集與處理，除依據相關法規制定內部管制機制，妥善處理廢棄物外，亦追求資源使用效率的最大化，透過減量、回收與再利用，盡可能將廢棄物轉變為資源，降低廢棄物對環境的負荷。110年本公司在廢棄物管理上，落實循環經濟的理念，積極提高資源廢棄物回收再利用比例，包括生產過程副產物回用、建立廠內廢棧板及廢太空包二次利用的管理機制、再次細分欲焚化垃圾提高回收比例等措施。110年廢棄物總量較109年減少27%，兩年度一般事業廢棄物回收率皆達50%以上。另因焚化處理而產生之熱氣，亦回收為蒸氣進行再利用。110年廢熱回收蒸氣約7,391噸，相對減少燃料耗損844 KM3。
本公司設定基準年為109年，預計至114年廢棄物減量10%為目標，努力各項減量措施。"
