出表日期,報告年度,公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證,提升能源使用效率政策,使用再生物料政策
1111005,110,1504,東元,2.4000,台灣所有廠區,N,致力節能環保：設定環境管理目標以提升營運活動的能資源使用效率、降低溫室氣體排放、善用資源及廢棄物減量，持續改善以促進環境永續。,保護生物多樣性及森林生態：鼓勵使用對環境友善之紙製品與木材，包含使用可回收材質、可再生循環之材料，擴大採用遵守原始森林保護法令及合法開採之原材料。
1111005,110,1506,正道,,,N,擬訂中,擬訂中
1111005,110,1512,瑞利,,,N,無資料,無資料
1111005,110,1513,中興電,7.5300,母公司110年度,N,廠內陸續汰換空調及老舊機器設備，宿舍鍋爐替換成太陽能熱水器,"減少包材,回收再利用"
1111005,110,1514,亞力,,,N,無資料,無資料
1111005,110,1515,力山,,,N,無資料,無資料
1111005,110,1516,川飛,,,N,N/A,N/A
1111005,110,1517,利奇,,,N,"改善設備, 全廠性年度保養提供效能.","利用設備產生之熱源回收再利用, 新增大量植栽綠化環境, 節能減碳, 促進永續環境."
1111005,110,1519,華城,0.0894,僅母公司,ISO50001:2018,採購節能產品,持續推行廢棄物減量
1111005,110,1521,大億,,,N,無資料,無資料
1111005,110,1522,堤維西,,,N,未來逐步規劃導入再生能源,提續提升原料回收之可行性
1111005,110,1524,耿鼎,,,N,持續監控天然氣及電之使用量,持續物料(鐵、鋁)之廢料回收
1111005,110,1525,江申,,,N,逐年導入節能新設備以提升能源使用效率，並加強節能管理,無資料
1111005,110,1526,日馳,,,N,"檢視能源績效,執行節能措施","提升各項資源使用效率,針對可資源回收之項目,進行回收"
1111005,110,1527,鑽全,,,N,全公司照明設備更換省電燈泡,已投入再生物料、綠色材料的研究
1111005,110,1528,恩德,,,N,減少產品與服務之資源及能源消耗,增進原料或產品之可回收性與再利用；使可再生資源達到最大限度之永續使用。
1111005,110,1529,樂事綠能,,,N,建置太陽能電場,NA
1111005,110,1530,亞崴,,,N,無,無
1111005,110,1531,高林股,,,N,NA,NA
1111005,110,1532,勤美,0.9700,勤美金屬成型事業處,N,於能源管理上，採取系統性方式進行管理，藉能源審計掌握各製程設施的執行成效，並進一步提出優化方案。此外，我們以104年為基準年，採能源使用密集度，即生產每噸產品所耗能源(GJ/噸)為管理指標。又電力為主要使用項目，故研發單位與生產單位以提高步留率、達成電力有效運用為目標，進行製程改善，藉提升得料率和鐵水的使用效率，降低整體能源耗用。,集團金屬成型事業群以工藝技術升級改變原料使用比例，降低銑鐵用量、改由回收鋼料代替，消化廢棄鋼料也保護了山林，110年度，整體約21.3萬噸的產量中，回收鋼料使用已達91.08%。製程的精進則有效提高了成品率與得料率，大幅降低回爐料以及製程能源的消耗，使能源與資源使用效率明顯提升；而製程最後產生的下腳料尚可成為回爐返材；舊砂加入其他輔料調整後繼續回用；針對共佔廢棄物比例91%的爐渣、粉塵及廢鑄砂，則積極與廠商及研究單位合作，將其製成水泥、磁磚原料，進入另一個產業循環；佔9.05%的廢砂芯則盡可能製成再生砂，再次回到製程使用。
1111005,110,1533,車王電,,,N,節約用電,無
1111005,110,1535,中宇,,,N,不適用,不適用
1111005,110,1536,和大,7.6813,僅母公司,ISO 50001,執行能源審查，充分提供達成目標、標的之資源及資訊,掌握新能源技術先機，溝通共識，普及應用
1111005,110,1537,廣隆,,,N,"1.用電減量：
(1)尖峰時間段降低冷氣使用量。
(2)持續關注及檢查與汰換損壞的電容器，以提升整體用電的功率因素。
(3)引進高效能設備以降低用電需求。
(4)拆除無需使用之照明及改為分區型供電。
(5)部份工段採用新型保溫機構以降低加溫之耗電狀況。
(6)極板與電池充電電氣量改善，部份電池規格改槽內化成降低電氣量。
(7)廠區戶外照明部份改為太陽能供電系統之LED 照明燈。
(8)進行採用低瓦數LED 燈管汰換T5 燈管，降低用電量。
2.瓦斯減量：
(1)瓦斯加熱的部份，改蒸汽或電熱加熱。
(2)瓦斯加熱設備導入保溫材減少燃燒瓦斯之熱能補充。
(3)組立線持續導入自動化設備，降低焊接用瓦斯之使用量。
(4)請廠商檢查各管路瓦斯洩漏情形並修復。
3.油料減量：
(1)持續加嚴要求個別車量之用油量登錄與控管。
(2)汰換耗油量過高之堆高機或公務(貨)車，改為租賃新車降低油耗。",考慮可控制影響生命週期期程活動對環境之衝擊，包括低毒、無毒原料使用、高性能、長壽命電池之綠色產品，減少保麗龍包裝使用，製程節能減碳活動推動、產品廢棄的回收等。
1111005,110,1538,正峰,,,N,無,無
1111005,110,1539,巨庭,,,N,改善公司工作環境以提升能源使用效率,使用環保材質及可回收材料
1111005,110,1540,喬福,,,N,無相關政策,無相關政策
1111005,110,1541,錩泰,,,N,本公司致力於廢棄物源頭減量、製程減廢及回收再利用。依法執行廢棄物清運及處理廠商之資格審查與管理，確保廢棄物均妥善處理，減少環境衝擊。,生產線透過汙水的處理及回收再利用，以達到水資源的最佳使用。鼓勵員工參與資源回收，包括塑膠、廢紙、玻璃瓶罐等回收，達到垃圾減量。
1111005,110,1558,伸興,0.0000,合併財務報表之母子公司,ISO 50001,請見永續報告書7.1章 (如:汰換傳統注塑機為伺服馬達注塑機、汰換傳統燈為LED燈管)。,請見永續報告書7.3章 (如:綠色設計-包材減量；綠色物流-紙箱回收再利用)。
1111005,110,1560,中砂,,,ISO 50001,由溫室氣體排放量資料中，可得知電力使用為本公司主要溫室氣體排放源，優先應以節能省電為最有效之減量方向，本公司溫室氣體盤查基準年訂為2020年，制定每年節能應達1%以上與溫室氣體排放量目標以5年後達減碳3%以上。,本公司優先採用低能耗之設備及技術，以提升節能效率，同時尋找合宜之再生能源替代方案，而目前正進行太陽能發電設置評估中。
1111005,110,1568,倉佑,0.0000,僅母公司,N,無資料,無資料
1111005,110,1582,信錦,,,ISO 50001,無,無
1111005,110,1583,程泰,,,N,無相關政策,無相關政策
1111005,110,1587,吉茂,,,N,本公司工廠於廠房閒置屋頂設置太陽光電,生產用料除紙箱為再生物料外，鋁材、鐵帶等皆為環保可回收之材料
1111005,110,1589,永冠-KY,,,ISO 50001,空壓機餘熱回收、更換節能設備(LED、馬達、冷暖氣設備、電熱水器…等等),廢鐵廢鋼作為回爐材、切削油再生回收使用、廠內循環使用金屬製物料籃/金屬棧板…等等
1111005,110,1590,亞德客-KY,2.3267,包含三個生產工廠，已涵蓋集團90%以上的排放量,N,"為有效使用資源並達到節能減碳之目的，以防無效或浪費之電源空調使用，本公司設有「燈光節能規範」，秉持「誰消費、誰統計、定額管理、合理用能」的原則，將節能評鑑列入各部門、員工績效考核中。按照「能源計量儀器儀表的配置規範」，對廠區水、電、氣配置相應的計量表，每週進行統計分析，便於及時發現異常並進行處理；針對空調、風機等公共設施制定相應使用規範，避免能源浪費。同時進行設備的技術改造，主要從淘汰落後電機和引入太陽能電力著手。另一方面，投入建置氣冷式空調系統，提升設備效能及更換節能燈具，降低能源耗用。
此外，定期對電氣設備、重點用能設備進行檢查維護保養外，並定期追蹤資源利用效率，降低環境負荷沖擊。",為使資源循環再生利用，亞德客積極減少天然物料之購買，研究可再生原物料之使用，透過再利用半成品，如金屬件、塑膠件和橡膠件與重複使用包材（如紙材和木材），減少生產過程的耗用量。
1111005,110,1597,直得,3.7000,母公司,N,"直得科技股份有限公司樹谷一期設置太陽能光電系統的再生能源設備，
本太陽能設備裝置容量為268.46KW、設置面積為1403.52平方公尺、架
設866片太陽能板、每片太陽能板發電量為310W，2021年太陽能發電量
為352,896度，依能源局最近公告之109年度電力排碳係數0.502公斤CO2/度
換萛，可減少177公噸CO2排放，提高3.7%再生能用使用量。
公司將於樹谷二期新廠預計裝設太陽能發電設備999.81KW，提高再生能源用量。",無
1111005,110,1598,岱宇,,,N,為提升綠色能源使用，本公司制定太陽能發電系統政策，使廠房效益最大化，各區廠房屋頂提供業者承租，裝設太陽能發電系統，並回售台電。藉由裝設太陽能系統，阻絕輻射散熱，達成室內降溫效果，同時也間接降低空調的耗電量。,於產品開發階段先考慮顧客使用安全性後再評估使用再生物料之可行性
1111005,110,1603,華電,,,N,無,無
1111005,110,1604,聲寶,,,N,籌劃中,籌劃中
1111005,110,1605,華新,,,ISO 50001,華新麗華響應國家節約能源目標，持續投入各項節能措施及減碳減污再利用設備，優化能源管理 E 化系統平台，落實全面能源盤查，確認每個能耗都能達到最妥善使用，2021 年臺灣及海外廠區均完成 ISO 50001 能源管理系平台建置及各項設備績效指標設定，期望後續透過能源平台管理發掘更多精進節能減碳機會。,"「循環經濟」的理念已為全球共識，不僅可減少天然資源的浪費，亦是現況各大企業因應「氣候變遷」及「減少碳排」最有力的工具。
華新麗華在銅線材與電線電纜產品製造上，以純銅為主要原料，鋼纜產品以鋼為主要原料。以循環經濟而言，這些主原料皆具有高度可再利用特性，可視為可再利用原料。在被覆材料使用上，隨著綠色產品開發，部分產品開始導入可再利用的 TPE 與 PVC 材料，取代 PE 粒、塑膠、橡膠料等不可再生原物料。
不銹鋼事業以提供產業所需的上、下游產品為主，從上游煉鋼、軋鋼廠所生產的鋼胚、鋼錠、盤元、熱軋棒等；至下游的直棒、無縫鋼管、冷軋廠等所生產的冷精棒、無縫鋼管、冷軋鋼捲等，皆提供客戶各種加工所需的原料與應用。對於上下游如何有效「循環」及「再利用」投入之原物料，一直是華新所注意的課題。"
1111005,110,1608,華榮,,,N,透過跨機能組討論與鑑別氣候相關風險與機會管控石化、電力、燃氣等能源依賴比例，提高資源使用效率和節約成本,以廠內設備將事業廢棄物轉變成工廠可用之原料﹒並分門別類妥慎儲存
1111005,110,1609,大亞,,,ISO 50001,2021年比2020年降低用電1%,提升再生能源使用效率
1111005,110,1611,中電,,,N,實踐社會責任及環境保護政策，購買綠色產品等，並追蹤營運過程各項能源排碳指標。,推動易循環產品設計與綠色採購及公共工程使用再生原料，加強垃圾分類回收成效。
1111005,110,1612,宏泰,,,N,更換LED燈具、替換變頻節能設備、鍋爐煙囪餘熱回收等,無
1111005,110,1614,三洋電,,,N,持續提出製造節能方案,無再生能源政策
1111005,110,1615,大山,,,N,1.使用低秏能機器. 2.降低不必要浪費. 3.使用再生能源.,1.提高再生能源使用率. 2.降低不必要浪費.
1111005,110,1616,億泰,,,N,無,無
1111005,110,1617,榮星,,,N,無,無
1111005,110,1618,合機,,,N,本公司於廠區整合時，全面置換節電之LED照明燈具、落實資源回收分類、進貨收料等包材、棧板進行歸類整理後再利用，儘可能減少對環境生態之破壞。,本公司於廠區整合時，全面置換節電之LED照明燈具、落實資源回收分類、進貨收料等包材、棧板進行歸類整理後再利用，儘可能減少對環境生態之破壞。
1111005,110,1626,艾美特-KY,,,N,無資料,無資料
1111005,110,1701,中化,,,N,無,無
